logradouro;numero;complemento;valor_avaliacao;bairro;cidade;uf;ano_construcao;area_terreno;area_construida;fracao_ideal;padrao_acabamento;tipo_construcao;tipo_ocupacao;data_transacao;estado_conservacao;tipo_imovel;sfh;cod_logradouro;latitude;longitude;ano
rua andre reboucas;95;apto 104 edf istoria jorn fernando menezes;647817,23;Rosarinho;Recife;PE;2026;1040,72;141,89;0,01965;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-04-23;Bom;Apartamento;100000,00;4928;;;2026
rua andre reboucas;95;apto 504 edf istoria jorn fernando menezes;555232,36;Rosarinho;Recife;PE;2026;1040,72;122,65;0,01774;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-04-17;Bom;Apartamento;293451,42;4928;;;2026
rua andre reboucas;95;apto 602 edf istoria jorn fernando menezes;622833,65;Rosarinho;Recife;PE;2026;1040,72;120,72;0,01745;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-04-27;Bom;Apartamento;271293,00;4928;;;2026
rua andre reboucas;95;apto 1302 edf istoria jorn fernando menezes;558708,00;Rosarinho;Recife;PE;2026;1040,72;120,72;0,01745;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-02-25;Bom;Apartamento;0,00;4928;;;2026
rua andre reboucas;95;apto 1402 edf istoria jorn fernando menezes;629280,00;Rosarinho;Recife;PE;2026;1040,72;120,72;0,01745;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-03-27;Bom;Apartamento;0,00;4928;;;2026
rua andre reboucas;95;apto 1102 edf istoria jorn fernando menezes;634200,00;Rosarinho;Recife;PE;2026;1040,72;120,72;0,01745;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-03-24;Bom;Apartamento;369927,34;4928;;;2026
rua andre reboucas;95;apto 704 edf istoria jorn fernando menezes;618000,00;Rosarinho;Recife;PE;2026;1040,72;122,65;0,01774;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-03-23;Bom;Apartamento;465977,93;4928;;;2026
rua andre reboucas;95;apto 302 edf istoria jorn fernando menezes;557453,83;Rosarinho;Recife;PE;2026;1040,72;120,72;0,01745;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-03-24;Bom;Apartamento;0,00;4928;;;2026
rua andre reboucas;95;apto 604 edf istoria jorn fernando menezes;549114,00;Rosarinho;Recife;PE;2026;1040,72;122,65;0,01774;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-02-24;Bom;Apartamento;0,00;4928;;;2026
rua andre reboucas;95;apto 403 edf istoria jorn fernando menezes;538729,12;Rosarinho;Recife;PE;2026;1040,72;120,91;0,01748;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-04-06;Bom;Apartamento;145077,72;4928;;;2026
rua andre reboucas;95;apto 204 edf istoria jorn fernando menezes;539438,84;Rosarinho;Recife;PE;2026;1040,72;122,65;0,01774;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-05-13;Bom;Apartamento;0,00;4928;;;2026
rua andre reboucas;95;apto 103 edf istoria jorn fernando menezes;619000,00;Rosarinho;Recife;PE;2026;1040,72;144,6;0,01982;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-02-24;Bom;Apartamento;0,00;4928;;;2026
rua andre reboucas;95;apto 1003 edf istoria jorn fernando menezes;623000,00;Rosarinho;Recife;PE;2026;1040,72;120,91;0,01748;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-03-16;Bom;Apartamento;438073,79;4928;;;2026
rua andre reboucas;95;apto 802 edf istoria jorn fernando menezes;623000,00;Rosarinho;Recife;PE;2026;1040,72;120,72;0,01745;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-03-04;Bom;Apartamento;220143,74;4928;;;2026
rua andre reboucas;95;apto 1004 edf istoria jorn fernando menezes;641000,00;Rosarinho;Recife;PE;2026;1040,72;122,65;0,01774;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-03-12;Bom;Apartamento;227300,00;4928;;;2026
rua andre reboucas;95;apto 101 edf istoria jorn fernando menezes;609502,36;Rosarinho;Recife;PE;2026;1040,72;141,87;0,0198;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-07-20;Bom;Apartamento;0,00;4928;;;2026
rua andre reboucas;95;apto 1202 edf istoria jorn fernando menezes;556230,56;Rosarinho;Recife;PE;2026;1040,72;120,72;0,01745;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-03-16;Bom;Apartamento;0,00;4928;;;2026
rua andre reboucas;95;apto 1103 edf istoria jorn fernando menezes;554521,65;Rosarinho;Recife;PE;2026;1040,72;120,91;0,01748;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-03-02;Bom;Apartamento;0,00;4928;;;2026
rua andre reboucas;95;apto 1203 edf istoria jorn fernando menezes;556991,56;Rosarinho;Recife;PE;2026;1040,72;120,91;0,01748;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-03-25;Bom;Apartamento;0,00;4928;;;2026
rua andre reboucas;95;apto 402 edf istoria jorn fernando menezes;580000,00;Rosarinho;Recife;PE;2026;1040,72;120,72;0,01745;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-07-01;Bom;Apartamento;0,00;4928;;;2026
rua andre reboucas;95;apto 902 edf istoria jorn fernando menezes;551040,00;Rosarinho;Recife;PE;2026;1040,72;120,72;0,01745;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-05-29;Bom;Apartamento;0,00;4928;;;2026
rua andre reboucas;95;apto 201 edf istoria jorn fernando menezes;530000,00;Rosarinho;Recife;PE;2026;1040,72;125,46;0,01817;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-02-23;Bom;Apartamento;0,00;4928;;;2026
rua andre reboucas;95;apto 503 edf istoria jorn fernando menezes;562120,00;Rosarinho;Recife;PE;2026;1040,72;120,91;0,01748;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-03-04;Bom;Apartamento;0,00;4928;;;2026
rua andre reboucas;45;apto 2301 edf david becker;1195000,00;Rosarinho;Recife;PE;2013;2610;207,27;0,01314;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-02-10;Bom;Apartamento;920000,00;4928;-8.033397;-34.896962;2026
rua engenheiro sampaio;59;apto 2301 edf gran parc premium-bloco a;1371423,18;Rosarinho;Recife;PE;2015;2961,24;184,61;0,00931;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-04-09;Bom;Apartamento;800000,00;53627;-8.0341;-34.897511;2026
rua engenheiro sampaio;59;apto 902 edf gran parc premium-bloco a;1370000,00;Rosarinho;Recife;PE;2015;2961,24;184,61;0,00931;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-03-19;Bom;Apartamento;420000,00;53627;-8.0341;-34.897511;2026
rua engenheiro sampaio;59;apto 2501 edf gran parc premium-bloco a;1080000,00;Rosarinho;Recife;PE;2015;2961,24;184,61;0,00931;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-05-22;Bom;Apartamento;764641,38;53627;-8.0341;-34.897511;2026
rua engenheiro sampaio;59;apto 2501 edf gran parc premium-bloco a;7444,39;Rosarinho;Recife;PE;2015;2961,24;184,61;0,00931;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-06-12;Bom;Apartamento;0,00;53627;-8.0341;-34.897511;2026
rua engenheiro sampaio;59;apto 201 edf gran parc premium-bloco a;1260000,00;Rosarinho;Recife;PE;2015;2961,24;184,61;0,00931;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-07-07;Bom;Apartamento;0,00;53627;-8.0341;-34.897511;2026
av santos dumont;845;;1000000,00;Rosarinho;Recife;PE;1952;403;554,28;1;Médio;Edificação Especial;COMERCIAL SEM LIXO ORGANICO;2026-03-04;Bom;Edificação Especial;0,00;53996;-8.034075;-34.896957;2026
av santos dumont;815;apto 1202 edf pedra do sitio das roseiras;750000,00;Rosarinho;Recife;PE;2008;1020;148,26;0,02;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-07-20;Bom;Apartamento;0,00;53996;-8.034253;-34.897062;2026
rua caio pereira;225;apto 1102 edf maria luiza;900000,00;Rosarinho;Recife;PE;2012;2179,25;165,38;0,01119;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-03-24;Bom;Apartamento;699200,00;13269;-8.034439;-34.897576;2026
rua caio pereira;225;apto 1101 edf maria luiza;900000,00;Rosarinho;Recife;PE;2012;2179,25;172,79;0,01169;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-08-04;Bom;Apartamento;0,00;13269;-8.034439;-34.897576;2026
rua caio pereira;225;apto 503 edf maria luiza;940000,00;Rosarinho;Recife;PE;2012;2179,25;171,43;0,0116;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-05-07;Bom;Apartamento;240000,00;13269;-8.034439;-34.897576;2026
rua caio pereira;175;apto 1102 edf maria esther;880000,00;Rosarinho;Recife;PE;2009;1050,63;189,82;0,03333;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-07-16;Bom;Apartamento;704000,00;13269;-8.034401;-34.898153;2026
rua caio pereira;175;apto 1402 edf maria esther;850000,00;Rosarinho;Recife;PE;2009;1050,63;189,82;0,03333;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-06-09;Bom;Apartamento;674496,21;13269;-8.034401;-34.898153;2026
rua caio pereira;175;apto 801 edf maria esther;786131,06;Rosarinho;Recife;PE;2009;1050,63;189,82;0,03333;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-06-12;Bom;Apartamento;450000,00;13269;-8.034401;-34.898153;2026
av santos dumont;725;apto 102 edf desb dirceu borges;1250000,00;Rosarinho;Recife;PE;2008;1918,49;200,46;0,01786;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-05-05;Bom;Apartamento;0,00;53996;-8.034973;-34.897451;2026
av santos dumont;725;apto 802 edf desb dirceu borges;1150000,00;Rosarinho;Recife;PE;2008;1918,49;200,46;0,01786;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-08-05;Bom;Apartamento;550000,00;53996;-8.034973;-34.897451;2026
av santos dumont;725;apto 1102 edf desb dirceu borges;900000,00;Rosarinho;Recife;PE;2008;1918,49;200,46;0,01786;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-02-03;Bom;Apartamento;0,00;53996;-8.034973;-34.897451;2026
rua doutor jose maria;792;apto 704 edf parque da jaqueira home service;348986,34;Rosarinho;Recife;PE;2011;1129,36;74,88;0,01114;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-05-07;Bom;Apartamento;0,00;36196;-8.035164;-34.898152;2026
rua doutor jose maria;792;apto 1404 edf parque da jaqueira home service;360013,80;Rosarinho;Recife;PE;2011;1129,36;74,88;0,01114;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-03-26;Bom;Apartamento;0,00;36196;-8.035164;-34.898152;2026
rua doutor jose maria;792;apto 701 edf parque da jaqueira home service;346756,82;Rosarinho;Recife;PE;2011;1129,36;74,33;0,01105;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-01-30;Bom;Apartamento;0,00;36196;-8.035164;-34.898152;2026
rua regueira costa;287;apto 902 edf saint guilherme;780000,00;Rosarinho;Recife;PE;2013;1166,23;165,25;0,02002;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-07-27;Bom;Apartamento;0,00;57029;-8.032697;-34.898533;2026
rua regueira costa;265;apto 104 edf. quinta das orquideas;282891,17;Rosarinho;Recife;PE;2021;1639,99;74,71;0,01006;Médio;Apartamento > 4 Pavimentos;COMERCIAL COM LIXO ORGANICO;2026-04-09;Bom;Apartamento;0,00;57029;-8.032985;-34.898666;2026
rua regueira costa;265;apto 502 edf. quinta das orquideas;286280,40;Rosarinho;Recife;PE;2021;1639,99;73,75;0,00994;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-06-16;Bom;Apartamento;0,00;57029;-8.032985;-34.898666;2026
rua regueira costa;265;apto 203 edf. quinta das orquideas;355000,00;Rosarinho;Recife;PE;2021;1639,99;73,75;0,00994;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-02-05;Bom;Apartamento;196000,00;57029;-8.032985;-34.898666;2026
rua engenheiro sampaio;255;apto 1103 edf debora;449368,11;Rosarinho;Recife;PE;2003;1022,4;101,43;0,01716;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-06-06;Bom;Apartamento;0,00;53627;-8.033781;-34.899086;2026
rua caio pereira;75;apto 802 edf abelardo carneiro leao;1170000,00;Rosarinho;Recife;PE;2017;1030,98;196,94;0,0341;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-03-31;Bom;Apartamento;0,00;13269;;;2026
rua general abreu e lima;144;apto 2902 edf mirante;1800000,00;Rosarinho;Recife;PE;2012;2210;237,22;0,01563;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-07-22;Bom;Apartamento;850000,00;388;-8.034044;-34.89935;2026
av norte miguel arraes de alencar;3533;apto 0301 bloco p4;400000,00;Tamarineira;Recife;PE;1984;16216,63;106,13;0,00583;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-04-06;Bom;Apartamento;0,00;46540;-8.031186;-34.899559;2026
av norte miguel arraes de alencar;3533;apto 0305 bloco p1;365000,00;Tamarineira;Recife;PE;1984;16216,63;106,13;0,00583;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-06-30;Bom;Apartamento;0,00;46540;-8.031186;-34.899559;2026
rua general abreu e lima;81;apto 1201 edf rosa garden;785000,00;Tamarineira;Recife;PE;2006;1050,2;196,83;0,03119;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-02-13;Bom;Apartamento;285000,00;388;-8.034311;-34.900071;2026
rua general abreu e lima;81;apto 101 edf rosa garden;808515,55;Tamarineira;Recife;PE;2006;1050,2;196,83;0,03119;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-07-30;Bom;Apartamento;0,00;388;-8.034311;-34.900071;2026
rua general abreu e lima;81;apto 702 edf rosa garden;833188,22;Tamarineira;Recife;PE;2006;1050,2;197,6;0,03131;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-07-28;Bom;Apartamento;374785,98;388;-8.034311;-34.900071;2026
rua general abreu e lima;65;apto 1001 edf quinta das oliveiras;831107,27;Tamarineira;Recife;PE;2004;1068;192,87;0,02658;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-03-06;Bom;Apartamento;0,00;388;-8.03449;-34.900195;2026
rua general abreu e lima;70;apto 0702 edf baia de nice;1300000,00;Tamarineira;Recife;PE;1995;742,7;330,94;0,1568;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-06-25;Bom;Apartamento;0,00;388;-8.034779;-34.900219;2026
rua doutor jose maria;1135;apto 1501 edf la vie garden;1000000,00;Tamarineira;Recife;PE;2004;957,77;216,47;0,04348;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-06-30;Bom;Apartamento;0,00;36196;-8.035099;-34.901315;2026
rua doutor jose maria;1135;apto 1301 edf la vie garden;1000000,00;Tamarineira;Recife;PE;2004;957,77;216,47;0,04348;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-01-06;Bom;Apartamento;700000,00;36196;-8.035099;-34.901315;2026
rua neto de mendonca;165;apto 1502 edf west side park;796177,74;Tamarineira;Recife;PE;2004;2073,04;164,6;0,01239;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-01-16;Bom;Apartamento;173407,51;46124;-8.035228;-34.90069;2026
av conselheiro rosa e silva;1930;apto 704 edf golden jaqueira home service;339872,49;Tamarineira;Recife;PE;2024;1644,09;65,72;0,01419;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-05-06;Bom;Apartamento;0,00;59382;-8.035235;-34.901863;2026
av conselheiro rosa e silva;1930;apto 704 edf golden jaqueira home service;340000,00;Tamarineira;Recife;PE;2024;1644,09;65,72;0,01419;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-05-07;Bom;Apartamento;0,00;59382;-8.035235;-34.901863;2026
av conselheiro rosa e silva;1930;apto 904 edf golden jaqueira home service;342906,90;Tamarineira;Recife;PE;2024;1644,09;65,72;0,01419;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-04-15;Bom;Apartamento;0,00;59382;-8.035235;-34.901863;2026
av conselheiro rosa e silva;1930;apto 1201 edf golden jaqueira home service;347509,38;Tamarineira;Recife;PE;2024;1644,09;65,72;0,01419;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-04-15;Bom;Apartamento;0,00;59382;-8.035235;-34.901863;2026
av conselheiro rosa e silva;1930;apto 1203 edf golden jaqueira home service;352789,83;Tamarineira;Recife;PE;2024;1644,09;66,87;0,01444;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-04-15;Bom;Apartamento;0,00;59382;-8.035235;-34.901863;2026
av conselheiro rosa e silva;1930;apto 1303 edf golden jaqueira home service;354361,20;Tamarineira;Recife;PE;2024;1644,09;66,87;0,01444;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-05-16;Bom;Apartamento;0,00;59382;-8.035235;-34.901863;2026
av conselheiro rosa e silva;1952;apto 0402 bloco b;387068,97;Tamarineira;Recife;PE;1970;2107,87;77;0,0162;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-01-20;Bom;Apartamento;0,00;59382;-8.035049;-34.901998;2026
av conselheiro rosa e silva;1952;apto 0304 bloco b;340000,00;Tamarineira;Recife;PE;1970;2107,87;88;0,01852;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-07-06;Bom;Apartamento;0,00;59382;-8.035049;-34.901998;2026
av conselheiro rosa e silva;1952;apto 0304 bloco b;340000,00;Tamarineira;Recife;PE;1970;2107,87;88;0,01852;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-07-06;Bom;Apartamento;0,00;59382;-8.035049;-34.901998;2026
rua ricardo hardman;157;apto 101 edf parklane jaqueira marcos suassuna;1400000,00;Tamarineira;Recife;PE;2021;1159,42;156,07;0,04176;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-03-03;Bom;Apartamento;798838,11;57444;-8.036072;-34.900373;2026
rua ricardo hardman;157;apto 901 edf parklane jaqueira marcos suassuna;1500000,00;Tamarineira;Recife;PE;2021;1159,42;155,27;0,04155;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-01-14;Bom;Apartamento;0,00;57444;-8.036072;-34.900373;2026
rua ricardo hardman;55;apto 702 edf maria eugenia - bloco c;2200000,00;Tamarineira;Recife;PE;2016;7011,16;284,68;0,0112;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-08-04;Bom;Apartamento;0,00;57444;-8.036339;-34.901258;2026
rua neto de mendonca;170;apto 1602 edf res gion;770000,00;Tamarineira;Recife;PE;2002;930;150,24;0,02778;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-06-29;Bom;Apartamento;0,00;46124;-8.035605;-34.900522;2026
rua neto de mendonca;170;apto 0601 edf res gion;710000,00;Tamarineira;Recife;PE;2002;930;150,24;0,02778;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-05-06;Bom;Apartamento;568000,00;46124;-8.035605;-34.900522;2026
rua doutor jose maria;947;apto 1501 edf poliedro;980000,00;Tamarineira;Recife;PE;1996;1039,49;405,6;0,05767;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-01-23;Bom;Apartamento;0,00;36196;;;2026
rua doutor jose maria;931;apto 0502 edf tacuma;425872,97;Tamarineira;Recife;PE;1988;480;152,33;0,08333;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-01-12;Bom;Apartamento;248000,00;36196;;;2026
rua capitao sampaio xavier;435;apto 1502 edf royal garden;1500000,00;Tamarineira;Recife;PE;2006;1905,41;231,18;0,02346;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-07-16;Bom;Apartamento;600000,00;53619;;;2026
rua capitao sampaio xavier;435;apto 1001 edf royal garden;1400000,00;Tamarineira;Recife;PE;2006;1905,41;231,18;0,02346;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-06-19;Bom;Apartamento;300000,00;53619;;;2026
rua coronel uriel sergio cardim;71;apto 1402 edf. privilege jaqueira;750000,00;Tamarineira;Recife;PE;2018;1771,16;113,3;0,01812;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-03-18;Bom;Apartamento;0,00;62421;;;2026
rua coronel uriel sergio cardim;71;apto 403 edf. privilege jaqueira;670000,00;Tamarineira;Recife;PE;2018;1771,16;104,02;0,01745;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-06-02;Bom;Apartamento;0,00;62421;;;2026
rua neto de mendonca;230;apto 0101 edf quintas da jaqueira;1000000,00;Tamarineira;Recife;PE;1999;1709,41;206,82;0,0193;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-07-01;Bom;Apartamento;300000,00;46124;;;2026
rua simao mendes;58;apto 0201 bloco a;380000,00;Tamarineira;Recife;PE;1969;2699,2;146;0,02631;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-07-09;Bom;Apartamento;0,00;55670;-8.0347;-34.903229;2026
rua simao mendes;92;apto 0901 edf mairiyara village;1125000,00;Tamarineira;Recife;PE;1992;1515,6;211,45;0,02132;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-05-21;Bom;Apartamento;833280,00;55670;-8.034834;-34.903494;2026
rua simao mendes;144;apto 0601 edf albino vilaca;1050000,00;Tamarineira;Recife;PE;1985;1238,25;287,24;0,03537;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-03-31;Bom;Apartamento;359105,00;55670;-8.034929;-34.903665;2026
rua simao mendes;200;apto 3301 edf saint elisee;2800000,00;Tamarineira;Recife;PE;2007;3496;307,2;0,01515;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-07-29;Bom;Apartamento;0,00;55670;-8.035144;-34.90395;2026
rua simao mendes;200;apto 1002 edf saint elisee;2900000,00;Tamarineira;Recife;PE;2007;3496;307,2;0,01515;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-06-01;Bom;Apartamento;0,00;55670;-8.035144;-34.90395;2026
rua do futuro;1200;apto 402 edf parque da jaqueira;1700000,00;Tamarineira;Recife;PE;2006;3496;282,11;0,01471;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-07-21;Bom;Apartamento;0,00;25879;-8.035125;-34.904358;2026
rua do futuro;1200;apto 1202 edf parque da jaqueira;2650000,00;Tamarineira;Recife;PE;2006;3496;282,11;0,01471;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-08-05;Bom;Apartamento;0,00;25879;-8.035125;-34.904358;2026
rua padre roma;107;apto 0102 edf gulanget;520000,00;Tamarineira;Recife;PE;1988;678,72;151,88;0,05556;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-03-18;Bom;Apartamento;0,00;59080;-8.033745;-34.904307;2026
rua padre roma;107;apto 0701 edf gulanget;442000,00;Tamarineira;Recife;PE;1988;678,72;151,88;0,05556;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-02-13;Bom;Apartamento;330000,00;59080;-8.033745;-34.904307;2026
rua doutor jose maria;485;apto 1201 edf vila velha colonial;505039,61;Encruzilhada;Recife;PE;1998;905,18;140,46;0,02941;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-02-23;Bom;Apartamento;100000,00;36196;-8.036494;-34.895721;2026
rua doutor jose maria;485;apto 0801 edf vila velha colonial;496140,90;Encruzilhada;Recife;PE;1998;905,18;140,46;0,02941;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-05-06;Bom;Apartamento;185000,00;36196;-8.036494;-34.895721;2026
rua gomes de matos junior;125;apto 0901 edf olinda colonial;662033,02;Encruzilhada;Recife;PE;1997;1316,17;177,45;0,02941;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-02-03;Bom;Apartamento;0,00;26980;-8.036709;-34.895866;2026
rua teles junior;110;apto 101 edf. marques dos aflitos;400000,00;Encruzilhada;Recife;PE;2025;610,37;107,55;0,07451;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-02-23;Bom;Apartamento;130000,00;60461;-8.037338;-34.896579;2026
rua teles junior;110;apto 103 edf. marques dos aflitos;480000,00;Encruzilhada;Recife;PE;2025;610,37;96,06;0,06612;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-02-26;Bom;Apartamento;300000,00;60461;-8.037338;-34.896579;2026
rua teles junior;110;apto 202 edf. marques dos aflitos;540000,00;Encruzilhada;Recife;PE;2025;610,37;107,19;0,07425;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-01-13;Bom;Apartamento;0,00;60461;-8.037338;-34.896579;2026
rua teles junior;110;apto 304 edf. marques dos aflitos;400000,00;Encruzilhada;Recife;PE;2025;610,37;101,04;0,06976;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-03-23;Bom;Apartamento;0,00;60461;-8.037338;-34.896579;2026
rua teles junior;110;apto 303 edf. marques dos aflitos;375000,00;Encruzilhada;Recife;PE;2025;610,37;96,06;0,06612;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-04-14;Bom;Apartamento;263797,00;60461;-8.037338;-34.896579;2026
rua teles junior;110;apto 104 edf. marques dos aflitos;350000,00;Encruzilhada;Recife;PE;2025;610,37;101,04;0,06976;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-06-09;Bom;Apartamento;279840,00;60461;-8.037338;-34.896579;2026
rua teles junior;110;apto 203 edf. marques dos aflitos;350000,00;Encruzilhada;Recife;PE;2025;610,37;96,06;0,06612;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-06-09;Bom;Apartamento;0,00;60461;-8.037338;-34.896579;2026
rua teles junior;122;apto 0303 bloco a;154478,89;Encruzilhada;Recife;PE;1970;1277,5;54;0,02847;Simples;Apartamento <= 4 Pavimentos;RESIDENCIAL;2026-02-03;Bom;Apartamento;0,00;60461;-8.037296;-34.896788;2026
rua doutor jose maria;665;apto 1301 edf calandre;426898,88;Encruzilhada;Recife;PE;1993;1079,72;112,15;0,02632;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-03-30;Bom;Apartamento;0,00;36196;-8.035949;-34.897206;2026
rua doutor jose maria;665;apto 1301 edf calandre;426898,88;Encruzilhada;Recife;PE;1993;1079,72;112,15;0,02632;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-03-30;Bom;Apartamento;0,00;36196;-8.035949;-34.897206;2026
rua doutor jose maria;665;apto 0402 edf calandre;410160,74;Encruzilhada;Recife;PE;1993;1079,72;112,15;0,02632;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-04-27;Bom;Apartamento;0,00;36196;-8.035949;-34.897206;2026
rua doutor jose maria;665;apto 0201 edf calandre;406531,20;Encruzilhada;Recife;PE;1993;1079,72;112,15;0,02632;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-05-25;Bom;Apartamento;0,00;36196;-8.035949;-34.897206;2026
rua general artur oscar;30;apto 605 edf studio rosarinho prince;450000,00;Encruzilhada;Recife;PE;2006;1733,33;97,16;0,00916;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-01-14;Bom;Apartamento;0,00;8494;-8.036256;-34.896484;2026
