bairro_padronizado;endereco_edificio;logradouro_canonico;total_transacoes;total_revendas;m2_privativo_medio;valor_medio_corrigido;area_privativa_media;latitude;longitude
Imbiribeira;Rua Engenheiro Otavio Arantes, 91 - Imbiribeira;Rua Engenheiro Otavio Arantes;1;1;2927.27;501529.11;171.33;-8.084937;-34.908431
Imbiribeira;Rua General Goes Monteiro, 376 - Imbiribeira;Rua General Goes Monteiro;1;0;3096.45;170923.78;55.2;-8.094736;-34.910346
Imbiribeira;Rua General Goes Monteiro, 388 - Imbiribeira;Rua General Goes Monteiro;1;0;3266.55;180313.77;55.2;-8.094857;-34.910373
Imbiribeira;Rua General Goes Monteiro, 429 - Imbiribeira;Rua General Goes Monteiro;1;0;1701.53;2388731.22;1403.87;-8.09525;-34.910015
Imbiribeira;Rua General Goes Monteiro, 448 - Imbiribeira;Rua General Goes Monteiro;1;1;6808.4;2480912.08;364.39;-8.09531;-34.910475
Imbiribeira;Rua Henrique Moser, 133 - Imbiribeira;Rua Henrique Moser;1;0;3969.62;216463.13;54.53;-8.089449;-34.909382
Imbiribeira;Rua Itamaraca, 139 - Imbiribeira;Rua Itamaraca;1;1;4529.39;698703.21;154.26;-8.107616;-34.913844
Imbiribeira;Rua Itamaraca, 210 - Imbiribeira;Rua Itamaraca;1;0;1788.7;444938.03;248.75;-8.10775;-34.914329
Imbiribeira;Rua Itamaraca, 219 - Imbiribeira;Rua Itamaraca;1;0;1900.01;384637.61;202.44;-8.107938;-34.913909
Imbiribeira;Rua Itamaraca, 220 - Imbiribeira;Rua Itamaraca;1;0;4583.1;679627.25;148.29;-8.107856;-34.91435
Imbiribeira;Rua Itamaraca, 228 - Imbiribeira;Rua Itamaraca;1;0;3787.06;807779.96;213.3;-8.107964;-34.914366
Imbiribeira;Rua Izabel De Souza, 150 - Imbiribeira;Rua Izabel De Souza;1;0;4822.65;373080.54;77.36;-8.106577;-34.912537
Imbiribeira;Rua Jacy, 29 - Imbiribeira;Rua Jacy;1;0;5231.4;549297.38;105.0;-8.106175;-34.909222
Imbiribeira;Rua Jaime Ramiro Costa, 176 - Imbiribeira;Rua Jaime Ramiro Costa;1;0;4499.24;209934.53;46.66;-8.127498;-34.911773
Imbiribeira;Rua Jaime Ramiro Costa, 41 - Imbiribeira;Rua Jaime Ramiro Costa;1;0;1239.18;322496.9;260.25;-8.127708;-34.912406
Imbiribeira;Rua Jaime Ramiro Costa, 64 - Imbiribeira;Rua Jaime Ramiro Costa;1;0;2082.05;671836.09;322.68;-8.127679;-34.912538
Imbiribeira;Rua Jamaica, 306 - Imbiribeira;Rua Jamaica;1;0;3098.41;319818.36;103.22;-8.106951;-34.914346
Imbiribeira;Rua Jamaica, 324 - Imbiribeira;Rua Jamaica;1;0;3434.11;297909.19;86.75;-8.106934;-34.914531
Imbiribeira;Rua Joao Braga, 109 - Imbiribeira;Rua Joao Braga;1;0;2842.38;569442.31;200.34;-8.097537;-34.91269
Imbiribeira;Rua Joao Braga, 56 - Imbiribeira;Rua Joao Braga;1;0;4700.78;1057674.39;225.0;-8.097037;-34.912972
Imbiribeira;Rua Joao Braga, 84 - Imbiribeira;Rua Joao Braga;1;0;2608.91;1371059.39;525.53;-8.097197;-34.913008
Imbiribeira;Rua Joao Conde, 52 - Imbiribeira;Rua Joao Conde;1;0;5151.85;718167.85;139.4;-8.094271;-34.91805
Imbiribeira;Rua Joao Conde, 67 - Imbiribeira;Rua Joao Conde;1;0;3601.35;200631.34;55.71;-8.094311;-34.917942
Imbiribeira;Rua Joao Fontes, 91 - Imbiribeira;Rua Joao Fontes;1;0;2210.0;225420.02;102.0;-8.12519;-34.914048
Imbiribeira;Rua Joao Fontes, 97 - Imbiribeira;Rua Joao Fontes;1;0;2425.49;247400.1;102.0;-8.125197;-34.913988
Imbiribeira;Rua Joaquim Bandeira, 659 - Imbiribeira;Rua Joaquim Bandeira;1;0;4173.37;141435.48;33.89;-8.11224;-34.903429
Imbiribeira;Rua Joaquim Bandeira, 670 - Imbiribeira;Rua Joaquim Bandeira;1;0;2852.35;594344.98;208.37;-8.112584;-34.903485
Imbiribeira;Rua Joaquim Bandeira, 70 - Imbiribeira;Rua Joaquim Bandeira;1;0;108212.77;5029729.75;46.48;-8.113015;-34.902782
Imbiribeira;Rua Jorge De Lima, 126 - Imbiribeira;Rua Jorge De Lima;1;0;2820.61;676946.5;240.0;-8.109005;-34.907761
Imbiribeira;Rua Jorge De Lima, 20 - Imbiribeira;Rua Jorge De Lima;1;0;2525.79;641601.61;254.02;-8.108216;-34.907752
Imbiribeira;Rua Jorge De Lima, 314 - Imbiribeira;Rua Jorge De Lima;1;0;5194.83;1932579.62;372.02;-8.110738;-34.907759
Imbiribeira;Rua Jornalista Cleofhas De Oliveira, 106 - Imbiribeira;Rua Jornalista Cleofhas De Oliveira;1;1;4352.9;230790.85;53.02;-8.115931;-34.914311
Imbiribeira;Rua Leonor Soares Pessoa, 75 - Imbiribeira;Rua Leonor Soares Pessoa;1;0;2612.17;201137.28;77.0;-8.096932;-34.913925
Imbiribeira;Rua Leonor Soares Pessoa, 96 - Imbiribeira;Rua Leonor Soares Pessoa;1;0;2897.9;700827.91;241.84;-8.09717;-34.914368
Imbiribeira;Rua Manuel De Macedo, 28 - Imbiribeira;Rua Manuel De Macedo;1;0;4105.15;363223.66;88.48;-8.119377;-34.91865
Imbiribeira;Rua Manuel De Macedo, 89 - Imbiribeira;Rua Manuel De Macedo;1;0;3579.65;477203.18;133.31;-8.119161;-34.919178
Imbiribeira;Rua Maria Vicentina Da Silva, 64 - Imbiribeira;Rua Maria Vicentina Da Silva;1;1;2874.2;194669.39;67.73;-8.126441;-34.914628
Imbiribeira;Rua Missionario Joel Carlson, 187 - Imbiribeira;Rua Missionario Joel Carlson;1;0;3991.79;903183.14;226.26;-8.096319;-34.911466
Imbiribeira;Rua Missionario Joel Carlson, 304 - Imbiribeira;Rua Missionario Joel Carlson;1;0;3819.19;1262701.6;330.62;-8.095699;-34.912423
Imbiribeira;Rua Missionario Joel Carlson, 322 - Imbiribeira;Rua Missionario Joel Carlson;1;0;4981.35;2429652.38;487.75;-8.095649;-34.912579
Imbiribeira;Rua Missionario Joel Carlson, 353 - Imbiribeira;Rua Missionario Joel Carlson;1;0;3486.21;805313.9;231.0;-8.09599;-34.912932
Imbiribeira;Rua Missionario Joel Carlson, 406 - Imbiribeira;Rua Missionario Joel Carlson;1;0;5035.87;322496.9;64.04;-8.095569;-34.913255
Imbiribeira;Rua Moacir Albuquerque, 133 - Imbiribeira;Rua Moacir Albuquerque;1;0;2886.98;389539.7;134.93;-8.086034;-34.910179
Imbiribeira;Rua Moacir Albuquerque, 301 - Imbiribeira;Rua Moacir Albuquerque;1;0;2482.33;5344774.72;2153.13;-8.08833;-34.911506
Imbiribeira;Rua Moacir Albuquerque, 327 - Imbiribeira;Rua Moacir Albuquerque;1;0;2023.14;568298.75;280.9;-8.087711;-34.910498
Imbiribeira;Rua Muricilandia, 87 - Imbiribeira;Rua Muricilandia;1;0;757.14;300522.95;396.92;-8.095744;-34.90894
Imbiribeira;Rua Muritiba, 120 - Imbiribeira;Rua Muritiba;1;0;2427.34;716574.46;295.21;-8.11229;-34.913805
Imbiribeira;Rua Muritiba, 257 - Imbiribeira;Rua Muritiba;1;0;8315.47;7189891.51;864.64;-8.112785;-34.915004
Imbiribeira;Rua Muritiba, 305 - Imbiribeira;Rua Muritiba;1;0;4614.62;6694654.74;1450.75;-8.11278;-34.915514
Imbiribeira;Rua Napolis, 147 - Imbiribeira;Rua Napolis;1;0;1571.54;1308932.21;832.9;-8.103664;-34.912193
Imbiribeira;Rua Olivia Menelau, 369 - Imbiribeira;Rua Olivia Menelau;1;1;1490.89;217669.51;146.0;-8.088965;-34.91077
Imbiribeira;Rua Olivia Menelau, 389 - Imbiribeira;Rua Olivia Menelau;1;0;2598.66;409288.91;157.5;-8.088769;-34.910924
Imbiribeira;Rua Olivia Menelau, 397 - Imbiribeira;Rua Olivia Menelau;1;0;2707.23;350586.08;129.5;-8.088576;-34.911079
Imbiribeira;Rua Pianista Isnar Mariano, 106 - Imbiribeira;Rua Pianista Isnar Mariano;1;0;2571.81;859293.15;334.12;-8.095882;-34.916686
Imbiribeira;Rua Pianista Isnar Mariano, 119 - Imbiribeira;Rua Pianista Isnar Mariano;1;0;4645.62;2443830.96;526.05;-8.095748;-34.917246
Imbiribeira;Rua Pianista Isnar Mariano, 220 - Imbiribeira;Rua Pianista Isnar Mariano;1;0;6498.83;346647.45;53.34;-8.095189;-34.918011
Imbiribeira;Rua Poeta Manuel Bandeira, 165 - Imbiribeira;Rua Poeta Manuel Bandeira;1;0;921.22;800082.52;868.5;-8.096646;-34.913162
Imbiribeira;Rua Poeta Manuel Bandeira, 232 - Imbiribeira;Rua Poeta Manuel Bandeira;1;0;4418.84;525487.94;118.92;-8.09826;-34.913941
Imbiribeira;Rua Poeta Manuel Bandeira, 44 - Imbiribeira;Rua Poeta Manuel Bandeira;1;1;4044.55;236565.58;58.49;-8.096947;-34.913651
Imbiribeira;Rua Presidente Nilo Pecanha, 100 - Imbiribeira;Rua Presidente Nilo Pecanha;1;0;1634.58;1689191.01;1033.41;-8.115247;-34.909651
Imbiribeira;Rua Professora Rosilda Costa, 377 - Imbiribeira;Rua Professora Rosilda Costa;1;0;1145.02;242343.69;211.65;-8.088407;-34.906017
Imbiribeira;Rua Raul Leoni, 38 - Imbiribeira;Rua Raul Leoni;1;0;4535.59;417273.97;92.0;-8.117848;-34.917748
Imbiribeira;Rua Rio Oceanico, 239 - Imbiribeira;Rua Rio Oceanico;1;0;3422.87;724621.59;211.7;-8.110243;-34.915831
Imbiribeira;Rua Roca Sales, 35 - Imbiribeira;Rua Roca Sales;1;0;10830.79;534391.38;49.34;-8.109715;-34.905656
Imbiribeira;Rua Sargento Silvino Macedo, 102 - Imbiribeira;Rua Sargento Silvino Macedo;1;0;4192.92;1185421.08;282.72;-8.109149;-34.905717
Imbiribeira;Rua Serrania, 16 - Imbiribeira;Rua Serrania;1;0;2843.93;398149.91;140.0;-8.089043;-34.910865
Imbiribeira;Rua Serrania, 28 - Imbiribeira;Rua Serrania;1;0;1862.22;260711.27;140.0;-8.089043;-34.910865
Imbiribeira;Rua Serrania, 39 - Imbiribeira;Rua Serrania;1;0;3688.46;339486.11;92.04;-8.089142;-34.910986
Imbiribeira;Rua Serrania, 57 - Imbiribeira;Rua Serrania;1;0;3677.98;268787.1;73.08;-8.088945;-34.911142
Imbiribeira;Rua Serrania, 58 - Imbiribeira;Rua Serrania;1;0;2996.3;201950.87;67.4;-8.088848;-34.911021
Imbiribeira;Rua Tenente Manoel Barbosa, 35 - Imbiribeira;Rua Tenente Manoel Barbosa;1;0;0.0;1.17;3211.66;-8.106175;-34.909222
Imbiribeira;Rua Tenor Vicente Celestino, 49 - Imbiribeira;Rua Tenor Vicente Celestino;1;0;3276.88;749291.63;228.66;-8.092466;-34.917525
Imbiribeira;Rua Tenor Vicente Celestino, 62 - Imbiribeira;Rua Tenor Vicente Celestino;1;0;4765.06;566803.91;118.95;-8.09289;-34.917407
Imbiribeira;Rua Zeferino Pinho, 1030 - Imbiribeira;Rua Zeferino Pinho;1;0;3551.06;718592.81;202.36;-8.093575;-34.910568
Imbiribeira;Rua Zeferino Pinho, 117 - Imbiribeira;Rua Zeferino Pinho;1;0;3572.65;187778.66;52.56;-8.093575;-34.910568
Indefinido;Rua Projetada,  - Indefinido;Rua Projetada;1;0;4144.57;6216860.68;1500.0;-8.058949;-34.972618
Ipsep;Avenida Saldanha Marinho, 116 - Ipsep;Avenida Saldanha Marinho;17;1;3715.62;156493.85;41.94;-8.113092;-34.918947
Ipsep;Avenida Raimundo Diniz, 56 - Ipsep;Avenida Raimundo Diniz;16;6;3324.0;141720.26;45.93;-8.112091;-34.919832
Ipsep;Avenida Recife, 1810 - Ipsep;Avenida Recife;9;0;11359.43;398042.88;62.95;-8.11509;-34.924525
Ipsep;Rua Marechal Craveiro Lopes, 112 - Ipsep;Rua Marechal Craveiro Lopes;7;6;4367.66;238299.65;54.56;-8.117414;-34.91979
Ipsep;Rua Marechal Craveiro Lopes, 84 - Ipsep;Rua Marechal Craveiro Lopes;4;0;3886.81;212064.27;54.56;-8.117414;-34.91979
Ipsep;Avenida Recife, 3349 - Ipsep;Avenida Recife;3;0;3011.82;207213.15;68.8;-8.116435;-34.92329
Ipsep;Avenida Recife, 3363 - Ipsep;Avenida Recife;3;0;3326.99;228896.81;68.8;-8.116531;-34.923204
Ipsep;Rua Blumenau, 208 - Ipsep;Rua Blumenau;3;3;2866.43;552848.94;192.87;-8.108301;-34.919448
Ipsep;Rua Cruz E Souza, 207 - Ipsep;Rua Cruz E Souza;3;2;3679.78;203041.97;55.05;-8.115519;-34.921409
Ipsep;Rua Cruz E Souza, 231 - Ipsep;Rua Cruz E Souza;3;2;4180.61;229457.47;55.05;-8.115617;-34.921319
Ipsep;Rua Jose Fernandes Portugal, 234 - Ipsep;Rua Jose Fernandes Portugal;3;3;4084.64;222857.71;54.56;-8.117002;-34.919311
Ipsep;Rua Rio Maranhao, 300 - Ipsep;Rua Rio Maranhao;3;3;3107.23;524344.8;168.75;-8.111375;-34.918694
Ipsep;Rua Teresopolis, 125 - Ipsep;Rua Teresopolis;3;3;3823.51;408083.61;106.73;-8.102138;-34.923624
Ipsep;Rua Theodomiro Selva, 63 - Ipsep;Rua Theodomiro Selva;3;3;3820.38;424940.76;111.23;-8.111842;-34.924752
Ipsep;Rua Vitoria Da Conquista, 175 - Ipsep;Rua Vitoria Da Conquista;3;3;2497.65;269096.65;107.74;-8.101728;-34.924156
Ipsep;Avenida Recife, 1386 - Ipsep;Avenida Recife;2;2;3886.66;212056.12;54.56;-8.118195;-34.921648
Ipsep;Avenida Recife, 1470 - Ipsep;Avenida Recife;2;0;5057.02;275911.18;54.56;-8.118195;-34.921648
Ipsep;Avenida Recife, 3377 - Ipsep;Avenida Recife;2;2;4915.37;338177.26;68.8;-8.116643;-34.923105
Ipsep;Rua Aderbal De Melo, 393 - Ipsep;Rua Aderbal De Melo;2;2;3326.74;440160.25;132.31;-8.108722;-34.923272
Ipsep;Rua Aldemar De Oliveira, 178 - Ipsep;Rua Aldemar De Oliveira;2;2;2456.78;341491.58;139.0;-8.10485;-34.925791
Ipsep;Rua Aldemar De Oliveira, 216 - Ipsep;Rua Aldemar De Oliveira;2;2;4613.01;440542.2;95.5;-8.10485;-34.925791
Ipsep;Rua Aldemar De Oliveira, 86 - Ipsep;Rua Aldemar De Oliveira;2;2;767.88;140691.94;183.22;-8.104615;-34.925679
Ipsep;Rua Cruz E Souza, 193 - Ipsep;Rua Cruz E Souza;2;0;3734.4;210246.84;56.3;-8.11541;-34.921501
Ipsep;Rua Cruz E Souza, 194 - Ipsep;Rua Cruz E Souza;2;0;5314.56;289580.62;54.43;-8.11567;-34.92178
Ipsep;Rua Cruz E Souza, 245 - Ipsep;Rua Cruz E Souza;2;2;3506.89;197437.89;56.3;-8.115713;-34.921234
Ipsep;Rua Cruz E Souza, 29 - Ipsep;Rua Cruz E Souza;2;0;3969.94;223507.32;56.3;-8.114113;-34.922672
Ipsep;Rua Cruz E Souza, 41 - Ipsep;Rua Cruz E Souza;2;0;4163.23;234389.77;56.3;-8.114224;-34.922574
Ipsep;Rua Cruz E Souza, 53 - Ipsep;Rua Cruz E Souza;2;0;3987.87;216906.41;54.43;-8.114346;-34.92247
Ipsep;Rua Cruz E Souza, 54 - Ipsep;Rua Cruz E Souza;2;2;4337.12;244179.48;56.3;-8.114596;-34.92271
Ipsep;Rua Itaquice, 49 - Ipsep;Rua Itaquice;2;2;1776.94;223273.47;125.65;-8.107114;-34.916911
Ipsep;Rua Jacunda, 121 - Ipsep;Rua Jacunda;2;1;2686.94;188093.96;70.0;-8.108131;-34.918639
Ipsep;Rua Jacunda, 419 - Ipsep;Rua Jacunda;2;2;2783.38;461511.92;165.81;-8.109875;-34.920642
Ipsep;Rua Jacunda, 483 - Ipsep;Rua Jacunda;2;2;2801.12;278879.57;99.56;-8.110262;-34.921096
Ipsep;Rua Jean Emile Favre, 1310 - Ipsep;Rua Jean Emile Favre;2;2;7305.98;2045160.56;279.93;-8.112104;-34.921086
Ipsep;Rua Jean Emile Favre, 1574 - Ipsep;Rua Jean Emile Favre;2;2;3621.02;518602.43;143.22;-8.113837;-34.923048
Ipsep;Rua Jean Emile Favre, 1676 - Ipsep;Rua Jean Emile Favre;2;2;3761.02;1020591.73;271.36;-8.114432;-34.923734
Ipsep;Rua Jean Emile Favre, 782 - Ipsep;Rua Jean Emile Favre;2;2;4170.61;322805.56;77.4;-8.110108;-34.918799
Ipsep;Rua Jose Fernandes Portugal, 290 - Ipsep;Rua Jose Fernandes Portugal;2;0;4213.39;229882.55;54.56;-8.117002;-34.919311
Ipsep;Rua Pintor Antonio Albuquerque, 325 - Ipsep;Rua Pintor Antonio Albuquerque;2;2;1810.68;596654.29;329.52;-8.10737;-34.924179
Ipsep;Rua Rio Colorado, 47 - Ipsep;Rua Rio Colorado;2;2;3398.05;625547.18;184.09;-8.112216;-34.917062
Ipsep;Rua Rio Maju, 82 - Ipsep;Rua Rio Maju;2;2;4141.62;621243.3;150.0;-8.113027;-34.917279
Ipsep;Rua Teresopolis, 2 - Ipsep;Rua Teresopolis;2;2;1936.92;267041.92;137.87;-8.102138;-34.923624
Ipsep;Avenida Presidente Kennedy, 282 - Ipsep;Avenida Presidente Kennedy;1;0;3862.3;260705.55;67.5;-8.103127;-34.924904
Ipsep;Avenida Presidente Kennedy, 4 - Ipsep;Avenida Presidente Kennedy;1;0;1655.24;220312.44;133.1;-8.103082;-34.924567
Ipsep;Avenida Recife, 1344 - Ipsep;Avenida Recife;1;0;3867.5;211010.62;54.56;-8.118195;-34.921648
Ipsep;Avenida Recife, 1428 - Ipsep;Avenida Recife;1;0;3282.95;179117.54;54.56;-8.118195;-34.921648
Ipsep;Avenida Recife, 2634 - Ipsep;Avenida Recife;1;0;1072.84;326359.36;304.2;-8.107702;-34.926897
Ipsep;Avenida Recife, 2662 - Ipsep;Avenida Recife;1;0;2686.42;514126.35;191.38;-8.107457;-34.92693
Ipsep;Avenida Recife, 3335 - Ipsep;Avenida Recife;1;0;2761.63;190000.0;68.8;-8.116349;-34.923365
Ipsep;Avenida Recife, 3391 - Ipsep;Avenida Recife;1;0;3114.91;214305.79;68.8;-8.11672;-34.923034
Ipsep;Avenida Recife, 3405 - Ipsep;Avenida Recife;1;0;4063.24;279550.67;68.8;-8.116808;-34.92296
Ipsep;Avenida Recife, 3419 - Ipsep;Avenida Recife;1;0;3413.07;234819.26;68.8;-8.116913;-34.922866
Ipsep;Rua Aderbal De Melo, 34 - Ipsep;Rua Aderbal De Melo;1;0;2361.07;636307.58;269.5;-8.109533;-34.926675
Ipsep;Rua Aderbal De Melo, 37 - Ipsep;Rua Aderbal De Melo;1;0;1710.28;411202.81;240.43;-8.109194;-34.926631
Ipsep;Rua Aderbal De Melo, 403 - Ipsep;Rua Aderbal De Melo;1;0;3586.77;681485.36;190.0;-8.108708;-34.92316
Ipsep;Rua Adolfo Faro, 58 - Ipsep;Rua Adolfo Faro;1;0;4374.41;384292.34;87.85;-8.113884;-34.925181
Ipsep;Rua Adolfo Faro, 73 - Ipsep;Rua Adolfo Faro;1;0;1995.73;301973.82;151.31;-8.113488;-34.925295
Ipsep;Rua Adolfo Ferreira, 49 - Ipsep;Rua Adolfo Ferreira;1;0;4801.68;639103.39;133.1;-8.114704;-34.918179
Ipsep;Rua Alagoas, 271 - Ipsep;Rua Alagoas;1;0;2602.89;465917.79;179.0;-8.105361;-34.925305
Ipsep;Rua Aldemar De Oliveira, 127 - Ipsep;Rua Aldemar De Oliveira;1;0;2617.66;391758.28;149.66;-8.104967;-34.925998
Ipsep;Rua Aldemar De Oliveira, 205 - Ipsep;Rua Aldemar De Oliveira;1;0;3070.48;398180.43;129.68;-8.105066;-34.926712
Ipsep;Rua Aldemar De Oliveira, 206 - Ipsep;Rua Aldemar De Oliveira;1;0;3584.03;964102.76;269.0;-8.10485;-34.925791
Ipsep;Rua Aldemar De Oliveira, 57 - Ipsep;Rua Aldemar De Oliveira;1;0;3457.03;435586.24;126.0;-8.104878;-34.925374
Ipsep;Rua Aldemar De Oliveira, 67 - Ipsep;Rua Aldemar De Oliveira;1;0;2937.35;472854.1;160.98;-8.104891;-34.925461
Ipsep;Rua Aldemar De Oliveira, 87 - Ipsep;Rua Aldemar De Oliveira;1;0;2436.9;358833.38;147.25;-8.104915;-34.925637
Ipsep;Rua Alexandre Almeida, 224 - Ipsep;Rua Alexandre Almeida;1;0;4664.96;635833.39;136.3;-8.117304;-34.92185
Ipsep;Rua Alexandre Almeida, 232 - Ipsep;Rua Alexandre Almeida;1;0;3028.05;386439.19;127.62;-8.117257;-34.921891
Ipsep;Rua Alvorada, 7 - Ipsep;Rua Alvorada;1;0;4023.22;709696.73;176.4;-8.106812;-34.92373
Ipsep;Rua Blumenau, 115 - Ipsep;Rua Blumenau;1;0;2196.06;286629.78;130.52;-8.109364;-34.918933
Ipsep;Rua Blumenau, 179 - Ipsep;Rua Blumenau;1;0;2985.73;503184.95;168.53;-8.108848;-34.919375
Ipsep;Rua Cruz E Souza, 18 - Ipsep;Rua Cruz E Souza;1;0;4999.1;281449.07;56.3;-8.114261;-34.923017
Ipsep;Rua Cruz E Souza, 246 - Ipsep;Rua Cruz E Souza;1;0;3296.88;185614.61;56.3;-8.115965;-34.921521
Ipsep;Rua Cruz E Souza, 78 - Ipsep;Rua Cruz E Souza;1;0;4476.89;235305.44;52.56;-8.114826;-34.922515
Ipsep;Rua Itaquice, 153 - Ipsep;Rua Itaquice;1;0;3329.71;345857.49;103.87;-8.106497;-34.917452
Ipsep;Rua Itaquice, 301 - Ipsep;Rua Itaquice;1;0;2260.3;448105.21;198.25;-8.105605;-34.918235
Ipsep;Rua Jacunda, 134 - Ipsep;Rua Jacunda;1;0;3429.42;469042.27;136.77;-8.109288;-34.920491
Ipsep;Rua Jacunda, 181 - Ipsep;Rua Jacunda;1;1;4264.01;765901.62;179.62;-8.108516;-34.919082
Ipsep;Rua Jacunda, 471 - Ipsep;Rua Jacunda;1;0;2513.95;513776.21;204.37;-8.110206;-34.921029
Ipsep;Rua Jacunda, 48 - Ipsep;Rua Jacunda;1;0;2577.51;319069.41;123.79;-8.107428;-34.918348
Ipsep;Rua Jacunda, 547 - Ipsep;Rua Jacunda;1;0;3289.2;395263.44;120.17;-8.110634;-34.921514
Ipsep;Rua Jacunda, 72 - Ipsep;Rua Jacunda;1;0;2414.98;639970.96;265.0;-8.107549;-34.918486
Ipsep;Rua Jean Emile Favre, 1343 - Ipsep;Rua Jean Emile Favre;1;0;45115.59;1238874.0;27.46;-8.112568;-34.921063
Ipsep;Rua Jean Emile Favre, 1438 - Ipsep;Rua Jean Emile Favre;1;0;3791.85;1009275.68;266.17;-8.113054;-34.922148
Ipsep;Rua Jean Emile Favre, 1488 - Ipsep;Rua Jean Emile Favre;1;0;4354.26;605764.77;139.12;-8.113344;-34.922481
Ipsep;Rua Jean Emile Favre, 1550 - Ipsep;Rua Jean Emile Favre;1;0;11486.11;1045580.38;91.03;-8.113706;-34.922898
Ipsep;Rua Jean Emile Favre, 391 - Ipsep;Rua Jean Emile Favre;1;0;1820.19;654721.06;359.7;-8.109262;-34.917261
Ipsep;Rua Jose Fernandes Portugal, 318 - Ipsep;Rua Jose Fernandes Portugal;1;0;5735.15;312909.96;54.56;-8.117002;-34.919311
Ipsep;Rua Manoel Berkmann, 23 - Ipsep;Rua Manoel Berkmann;1;0;2940.49;621031.2;211.2;-8.118313;-34.920289
Ipsep;Rua Manoel Berkmann, 7 - Ipsep;Rua Manoel Berkmann;1;0;4582.03;436117.69;95.18;-8.118229;-34.920193
Ipsep;Rua Marcelo Gama, 157 - Ipsep;Rua Marcelo Gama;1;0;3831.85;337853.89;88.17;-8.113996;-34.920683
Ipsep;Rua Marechal Craveiro Lopes, 28 - Ipsep;Rua Marechal Craveiro Lopes;1;0;3021.46;164850.61;54.56;-8.117414;-34.91979
Ipsep;Rua Pintor Antonio Albuquerque, 117 - Ipsep;Rua Pintor Antonio Albuquerque;1;0;1482.16;214913.07;145.0;-8.107614;-34.92594
Ipsep;Rua Pintor Antonio Albuquerque, 118 - Ipsep;Rua Pintor Antonio Albuquerque;1;0;3048.21;431230.81;141.47;-8.10793;-34.92602
Ipsep;Rua Pintor Antonio Albuquerque, 395 - Ipsep;Rua Pintor Antonio Albuquerque;1;0;2964.76;390962.64;131.87;-8.107278;-34.923512
Ipsep;Rua Professor Nelson Melo, 15 - Ipsep;Rua Professor Nelson Melo;1;0;3192.46;458692.08;143.68;-8.114797;-34.917593
Ipsep;Rua Rio Amazonas, 413 - Ipsep;Rua Rio Amazonas;1;0;2485.15;407191.5;163.85;-8.114002;-34.917116
Ipsep;Rua Rio Beberibe, 44 - Ipsep;Rua Rio Beberibe;1;0;4090.75;398807.66;97.49;-8.109384;-34.917065
Ipsep;Rua Rio Beberibe, 97 - Ipsep;Rua Rio Beberibe;1;0;1703.59;306322.41;179.81;-8.109384;-34.917065
Ipsep;Rua Rio Colorado, 41 - Ipsep;Rua Rio Colorado;1;0;1397.4;265267.77;189.83;-8.112114;-34.916944
Ipsep;Rua Rio Doce, 121 - Ipsep;Rua Rio Doce;1;0;1735.88;188204.47;108.42;-8.105709;-34.921406
Ipsep;Rua Rio Doce, 25 - Ipsep;Rua Rio Doce;1;0;3164.7;321343.58;101.54;-8.105343;-34.920561
Ipsep;Rua Rio Doce, 34 - Ipsep;Rua Rio Doce;1;0;1479.99;174120.25;117.65;-8.105691;-34.920951
Ipsep;Rua Rio Ipojuca, 236 - Ipsep;Rua Rio Ipojuca;1;0;1283.61;259096.65;201.85;-8.110657;-34.918587
Ipsep;Rua Rio Ipojuca, 242 - Ipsep;Rua Rio Ipojuca;1;0;2901.9;770542.02;265.53;-8.110725;-34.918666
Ipsep;Rua Rio Ipojuca, 297 - Ipsep;Rua Rio Ipojuca;1;0;2874.64;878287.52;305.53;-8.111239;-34.918811
Ipsep;Rua Rio Ipojuca, 310 - Ipsep;Rua Rio Ipojuca;1;0;3006.89;621553.94;206.71;-8.111131;-34.919132
Ipsep;Rua Rio Ipojuca, 328 - Ipsep;Rua Rio Ipojuca;1;0;2358.46;631641.97;267.82;-8.111198;-34.919208
Ipsep;Rua Rio Ipojuca, 60 - Ipsep;Rua Rio Ipojuca;1;0;6927.94;716764.84;103.46;-8.109591;-34.917357
Ipsep;Rua Rio Ipojuca, 94 - Ipsep;Rua Rio Ipojuca;1;0;2965.91;427090.6;144.0;-8.109836;-34.917639
Ipsep;Rua Rio Itororo, 256 - Ipsep;Rua Rio Itororo;1;0;5073.74;646901.61;127.5;-8.112751;-34.916904
Ipsep;Rua Rio Jordao, 33 - Ipsep;Rua Rio Jordao;1;0;3388.37;2310086.54;681.77;-8.113508;-34.916983
Ipsep;Rua Rio Maju, 95 - Ipsep;Rua Rio Maju;1;0;6088.6;433082.38;71.13;-8.113103;-34.917365
Ipsep;Rua Rio Maju, 96 - Ipsep;Rua Rio Maju;1;0;2928.26;293323.72;100.17;-8.112633;-34.917264
Ipsep;Rua Rio Maranhao, 225 - Ipsep;Rua Rio Maranhao;1;0;2532.77;529348.71;209.0;-8.11116;-34.918003
Ipsep;Rua Rio Maranhao, 333 - Ipsep;Rua Rio Maranhao;1;0;3067.39;540382.21;176.17;-8.111772;-34.918708
Ipsep;Rua Rio Maranhao, 59 - Ipsep;Rua Rio Maranhao;1;0;2474.33;713498.53;288.36;-8.110158;-34.916851
