endereco_edificio;bairro_padronizado;logradouro_fmt;numero_fmt;total_transacoes;m2_privativo_medio;m2_privativo_mediana;valor_medio_corrigido;valor_min_corrigido;valor_max_corrigido;area_privativa_media;latitude;longitude
Rua Osvaldo Guimaraes, 30 - Iputinga;Iputinga;Rua Osvaldo Guimaraes;30;27;5908.72;5686.1;398716.27;286663.91;585023.83;67.46;-8.04412;-34.939806
Rua Da Harmonia, 533 - Casa Amarela;Casa Amarela;Rua Da Harmonia;533;27;5774.01;5645.71;478352.32;331272.35;540574.34;83.66;-8.026947;-34.913407
Av Boa Viagem, 4160 - Boa Viagem;Boa Viagem;Av Boa Viagem;4160;27;11092.6;11364.06;2203704.44;282475.26;4004286.12;203.02;-8.125815;-34.897784
Rua Professora Anunciada Da Rocha Melo, 70 - Madalena;Madalena;Rua Professora Anunciada Da Rocha Melo;70;27;7682.75;7506.77;959009.51;77740.76;1384308.22;123.6;-8.048515;-34.907072
Rua General Americano Freire, 430 - Boa Viagem;Boa Viagem;Rua General Americano Freire;430;27;7999.38;7889.5;398963.29;272190.91;546135.72;50.15;-8.124739;-34.906538
Rua Paula Batista, 270 - Casa Amarela;Casa Amarela;Rua Paula Batista;270;27;7136.71;7036.13;485363.22;355204.09;633454.93;68.01;-8.025037;-34.915454
Rua Joao Dias Martins, 115 - Boa Viagem;Boa Viagem;Rua Joao Dias Martins;115;27;6040.32;5779.78;474455.29;296415.74;643773.83;78.57;-8.130802;-34.905829
Av Mucio Uchoa Cavalcanti, 510 - Iputinga;Iputinga;Av Mucio Uchoa Cavalcanti;510;27;5473.81;5268.95;271268.37;216502.92;404942.3;49.52;-8.049687;-34.941246
Rua Marques De Tamandare, 138 - Poco;Poco;Rua Marques De Tamandare;138;27;2622.04;1536.05;634716.64;371831.03;2027147.61;242.07;-8.032209;-34.924413
Rua Visconde De Jequitinhonha, 209 - Boa Viagem;Boa Viagem;Rua Visconde De Jequitinhonha;209;27;5889.95;6089.39;256850.92;171870.69;512726.43;43.55;-8.122767;-34.903714
Av Dantas Barreto, 507 - Santo Antonio;Santo Antonio;Av Dantas Barreto;507;27;4373.72;3122.18;120001.3;26110.76;962082.0;28.31;-8.064764;-34.878323
Rua Astronauta Neil Armstrong, 13 - Casa Amarela;Casa Amarela;Rua Astronauta Neil Armstrong;13;27;7130.87;6820.77;785108.4;540813.46;1161217.52;110.1;-8.029062;-34.909382
Av Boa Viagem, 3984 - Boa Viagem;Boa Viagem;Av Boa Viagem;3984;27;13391.14;13334.74;2324926.29;1399596.46;4590630.46;171.97;-8.124301;-34.897266
Rua Nova, 225 - Santo Antonio;Santo Antonio;Rua Nova;225;27;1803.78;1764.49;42578.27;19205.28;60521.96;24.01;-8.064522;-34.879507
Rua Quarenta E Oito, 462 - Espinheiro;Espinheiro;Rua Quarenta E Oito;462;27;7969.19;7872.83;968256.12;477688.03;1294204.66;121.5;-8.041518;-34.892925
Rua Alfredo De Medeiros, 115 - Espinheiro;Espinheiro;Rua Alfredo De Medeiros;115;27;6240.17;6061.29;597594.17;448550.99;883510.48;95.76;-8.041116;-34.890557
Rua Faustino Porto, 200 - Boa Viagem;Boa Viagem;Rua Faustino Porto;200;27;5037.42;4396.26;429704.64;238527.58;708500.06;85.32;-8.117709;-34.897514
Rua Costa Gomes, 150 - Madalena;Madalena;Rua Costa Gomes;150;27;7058.84;6944.44;630545.33;502127.23;869018.49;89.33;-8.048223;-34.907527
Rua Dos Navegantes, 2886 - Boa Viagem;Boa Viagem;Rua Dos Navegantes;2886;26;9839.26;9847.46;762756.78;606749.15;1076018.54;77.54;-8.109411;-34.889528
Av Engenheiro Domingos Ferreira, 4333 - Boa Viagem;Boa Viagem;Av Engenheiro Domingos Ferreira;4333;26;5472.62;5036.88;420596.58;286451.15;654000.06;77.77;-8.126804;-34.90066
Rua Nicaragua, 80 - Espinheiro;Espinheiro;Rua Nicaragua;80;26;8456.62;8383.55;1089466.63;880330.92;1314216.67;128.83;-8.048693;-34.894229
Av Boa Viagem, 5366 - Boa Viagem;Boa Viagem;Av Boa Viagem;5366;26;12468.04;12418.81;2531781.06;1376676.2;7813596.79;208.8;-8.136098;-34.901993
Rua Coronel Anizio Rodrigues Coelho, 508 - Boa Viagem;Boa Viagem;Rua Coronel Anizio Rodrigues Coelho;508;26;6265.23;6355.67;973678.63;756371.08;1251109.24;155.41;-8.125248;-34.907243
Rua Muniz Tavares, 55 - Parnamirim;Parnamirim;Rua Muniz Tavares;55;26;7761.46;7619.96;1096876.46;862782.33;1684951.18;141.13;-8.035119;-34.906778
Av Beira Rio Governador Eduardo Campos, 825 - Madalena;Madalena;Av Beira Rio Governador Eduardo Campos;825;26;7699.98;7602.75;603062.76;479989.96;809792.14;78.32;-8.052624;-34.90869
Av Boa Viagem, 1590 - Boa Viagem;Boa Viagem;Av Boa Viagem;1590;26;15911.13;15116.2;2847495.88;2452565.37;4230406.12;178.62;-8.104909;-34.887685
Av Boa Viagem, 634 - Pina;Pina;Av Boa Viagem;634;26;19248.97;19505.45;5140245.71;3405045.45;6554585.0;267.04;-8.097288;-34.883797
Rua Cassilandia, 331 - Varzea;Varzea;Rua Cassilandia;331;26;3828.52;3564.43;297862.4;147427.15;409882.6;77.8;-8.044327;-34.950505
Av Caxanga, 205 - Madalena;Madalena;Av Caxanga;205;26;6567.25;6333.92;234894.88;140418.89;360771.89;36.42;-8.056266;-34.911154
Rua Jose Moreira Leal, 34 - Boa Viagem;Boa Viagem;Rua Jose Moreira Leal;34;26;6609.14;6647.88;447110.95;307255.24;596454.49;68.0;-8.135533;-34.903683
Rua Ademar Pires Travasso, 435 - Iputinga;Iputinga;Rua Ademar Pires Travasso;435;26;4779.61;4838.61;405923.01;344280.49;482923.7;84.98;-8.044845;-34.937751
Rua Visconde De Jequitinhonha, 2686 - Boa Viagem;Boa Viagem;Rua Visconde De Jequitinhonha;2686;26;8441.09;8890.14;1463235.36;688594.57;1889652.75;174.07;-8.143599;-34.906664
Rua Sylo Bittencourt, 284 - Boa Viagem;Boa Viagem;Rua Sylo Bittencourt;284;26;6943.16;6256.02;228915.84;186723.64;327585.26;34.78;-8.134782;-34.907393
Rua Conego Lira, 434 - Imbiribeira;Imbiribeira;Rua Conego Lira;434;26;6721.31;6751.3;688329.28;461302.87;942351.6;102.41;-8.093518;-34.913038
Av Caxanga, 5671 - Varzea;Varzea;Av Caxanga;5671;26;3659.07;3367.23;318487.64;227658.06;519716.62;86.98;-8.032605;-34.955006
Rua Joao Cardoso Aires, 305 - Boa Viagem;Boa Viagem;Rua Joao Cardoso Aires;305;26;7682.58;7765.53;870954.33;482182.92;1175964.99;113.36;-8.143036;-34.907337
Rua Padre Carapuceiro, 488 - Boa Viagem;Boa Viagem;Rua Padre Carapuceiro;488;26;5020.07;5102.66;635846.11;122034.31;1159607.5;126.64;-8.11792;-34.899398
Rua Dom Jose Lopes, 665 - Boa Viagem;Boa Viagem;Rua Dom Jose Lopes;665;26;5380.44;5019.74;499445.06;400137.41;759006.89;92.82;-8.126895;-34.904881
Av Conde Da Boa Vista, 1016 - Soledade;Soledade;Av Conde Da Boa Vista;1016;26;4219.41;4009.04;119662.56;80000.0;158363.73;28.36;-8.057897;-34.891244
Rua Capitao Rebelinho, 679 - Pina;Pina;Rua Capitao Rebelinho;679;26;10766.17;11328.13;1274715.04;882114.6;1471500.13;118.4;-8.097139;-34.884237
Rua Gomes Pacheco, 465 - Espinheiro;Espinheiro;Rua Gomes Pacheco;465;26;6064.52;5771.14;430312.54;332125.88;607413.45;70.96;-8.040331;-34.889346
Rua Bom Pastor, 235 - Iputinga;Iputinga;Rua Bom Pastor;235;26;4652.46;4443.98;323733.78;221419.21;486329.38;69.82;-8.042933;-34.938978
Prc De Casa Forte, 354 - Casa Forte;Casa Forte;Prc De Casa Forte;354;26;9938.13;9511.7;1669267.79;1313719.84;2131888.79;167.75;-8.033264;-34.919393
Rua Antonio Camilo Dias, 25 - Madalena;Madalena;Rua Antonio Camilo Dias;25;26;9146.44;8360.85;666775.8;443882.85;877398.37;72.9;-8.057417;-34.90471
Rua Maest Fernando Borges, 171 - Caxanga;Caxanga;Rua Maest Fernando Borges;171;26;5141.3;5016.56;269763.87;256735.14;287242.14;52.47;-8.027563;-34.953158
Rua Antonio De Castro, 133 - Casa Amarela;Casa Amarela;Rua Antonio De Castro;133;26;5326.71;5256.96;592596.28;451035.5;752055.75;111.25;-8.028046;-34.915402
Av Conselheiro Aguiar, 4189 - Boa Viagem;Boa Viagem;Av Conselheiro Aguiar;4189;26;5938.52;6049.35;272396.29;165477.04;405802.37;49.93;-8.124073;-34.898253
Rua Manuel De Carvalho, 310 - Aflitos;Aflitos;Rua Manuel De Carvalho;310;26;6201.57;5876.68;528933.82;448256.77;647700.85;85.28;-8.039575;-34.895595
Av Visconde De Albuquerque, 185 - Madalena;Madalena;Av Visconde De Albuquerque;185;26;5709.67;5303.44;345125.66;252573.13;544731.7;60.32;-8.05638;-34.9074
Rua Irene Ramos Gomes De Mattos, 204 - Pina;Pina;Rua Irene Ramos Gomes De Mattos;204;26;7565.74;7343.49;530980.55;435325.58;739718.85;70.23;-8.101211;-34.888753
Rua Guedes Pereira, 77 - Casa Amarela;Casa Amarela;Rua Guedes Pereira;77;26;7729.17;7617.9;933837.83;839727.13;1193007.96;120.82;-8.030376;-34.908758
Rua Engenheiro Clovis Castro, 153 - Parnamirim;Parnamirim;Rua Engenheiro Clovis Castro;153;26;9932.84;9836.7;426269.32;319599.55;571807.44;43.08;-8.030777;-34.910425
Av Conde Da Boa Vista, 569 - Boa Vista;Boa Vista;Av Conde Da Boa Vista;569;26;4272.05;3856.41;189064.1;111820.27;358756.7;46.21;-8.059816;-34.886335
Rua Viriato Correia, 86 - Boa Viagem;Boa Viagem;Rua Viriato Correia;86;26;7788.35;7935.26;440964.96;301623.41;555364.9;56.6;-8.133478;-34.909287
Av Boa Viagem, 110 - Pina;Pina;Av Boa Viagem;110;26;15449.59;15554.48;3382754.5;80832.83;4656763.2;215.45;-8.092536;-34.882699
Rua Francisco Alves, 105 - Coelhos;Coelhos;Rua Francisco Alves;105;26;4249.26;3977.57;176556.7;145550.98;309718.5;41.55;-8.068362;-34.892066
Rua Buenos Aires, 98 - Espinheiro;Espinheiro;Rua Buenos Aires;98;26;6391.48;5986.79;601176.59;417772.1;768189.85;94.14;-8.0481;-34.893639
Rua Desembargador Martins Pereira, 81 - Rosarinho;Rosarinho;Rua Desembargador Martins Pereira;81;26;7779.26;7697.18;901382.36;816183.81;1034836.27;115.87;-8.036949;-34.89909
Av Boa Viagem, 3804 - Boa Viagem;Boa Viagem;Av Boa Viagem;3804;25;15128.14;14156.35;5266696.82;3892541.99;8272655.31;348.04;-8.12274;-34.896753
Av Visconde De Suassuna, 338 - Santo Amaro;Santo Amaro;Av Visconde De Suassuna;338;25;3959.33;3576.95;258804.29;154110.64;450964.86;65.59;-8.053066;-34.884714
Rua Joao Fernandes Vieira, 574 - Boa Vista;Boa Vista;Rua Joao Fernandes Vieira;574;25;4242.65;4667.18;197503.61;74284.16;284588.18;46.28;-8.051755;-34.893042
Av Herculano Bandeira, 55 - Pina;Pina;Av Herculano Bandeira;55;25;13721.6;14299.82;1717272.46;1241242.16;2426532.14;127.8;-8.091731;-34.882803
Av Boa Viagem, 3574 - Boa Viagem;Boa Viagem;Av Boa Viagem;3574;25;11262.34;11226.17;2586475.08;2001495.28;3814575.22;237.43;-8.120755;-34.8958
Rua Gervasio Pires, 436 - Boa Vista;Boa Vista;Rua Gervasio Pires;436;25;3684.34;3370.24;173551.87;99376.17;322309.61;47.69;-8.058675;-34.885588
Rua Vasco Da Gama, 353 - Vasco Da Gama;Vasco Da Gama;Rua Vasco Da Gama;353;25;3761.96;3604.94;153600.71;34032.69;241847.35;40.83;-8.019202;-34.922436
Rua Padre Cabral, 86 - Boa Viagem;Boa Viagem;Rua Padre Cabral;86;25;6594.27;6391.46;799423.76;87883.82;1083710.13;121.23;-8.13347;-34.905631
Av Boa Viagem, 3232 - Boa Viagem;Boa Viagem;Av Boa Viagem;3232;25;8661.81;8403.03;1028737.25;728409.9;1516666.1;121.07;-8.118111;-34.89411
Av Santos Dumont, 508 - Encruzilhada;Encruzilhada;Av Santos Dumont;508;25;7148.4;7140.16;545466.86;429329.76;697524.0;76.28;-8.036797;-34.897784
Rua Dr Virginio Marques, 135 - Iputinga;Iputinga;Rua Dr Virginio Marques;135;25;5078.8;4872.71;215188.88;162329.85;313659.71;42.37;-8.039456;-34.937651
Rua Bruno Veloso, 284 - Boa Viagem;Boa Viagem;Rua Bruno Veloso;284;25;8901.63;8484.29;851529.81;667398.98;1082315.66;95.66;-8.121484;-34.898595
Av Conde Da Boa Vista, 514 - Boa Vista;Boa Vista;Av Conde Da Boa Vista;514;25;2421.39;2517.56;98275.1;32302.65;141962.49;40.7;-8.059567;-34.885699
Rua Irma Maria David, 210 - Casa Forte;Casa Forte;Rua Irma Maria David;210;25;7466.51;7353.88;901548.2;54204.3;1178046.76;118.94;-8.030978;-34.920883
Rua Amalia Bernardino De Souza, 600 - Boa Viagem;Boa Viagem;Rua Amalia Bernardino De Souza;600;25;8520.58;8750.78;383831.34;254941.52;498944.38;45.51;-8.126846;-34.908192
Rua Carlos Porto Carreiro, 193 - Boa Vista;Boa Vista;Rua Carlos Porto Carreiro;193;25;4687.01;4220.43;196091.23;142347.56;405403.59;41.31;-8.055991;-34.897247
Av Helio Falcao, 176 - Boa Viagem;Boa Viagem;Av Helio Falcao;176;25;5180.88;4958.72;388993.72;296408.57;483464.41;75.15;-8.122416;-34.903136
Rua Engenheiro Jose Brandao Cavalcante, 630 - Imbiribeira;Imbiribeira;Rua Engenheiro Jose Brandao Cavalcante;630;25;4285.29;3872.67;233634.04;145005.78;357229.39;54.52;-8.092123;-34.914458
Rua Setubal, 98 - Boa Viagem;Boa Viagem;Rua Setubal;98;25;12365.38;11595.14;1642370.08;987258.58;2489064.25;132.82;-8.131617;-34.901695
Rua Poeta Zezito Neves, 38 - Boa Viagem;Boa Viagem;Rua Poeta Zezito Neves;38;25;8392.66;8485.7;1464267.45;1091900.42;1778322.33;174.47;-8.111732;-34.895682
Rua Arnaud Holanda, 54 - Boa Viagem;Boa Viagem;Rua Arnaud Holanda;54;25;5683.28;5551.97;759642.38;507434.42;937331.72;133.82;-8.121738;-34.902184
Rua Andre Reboucas, 95 - Rosarinho;Rosarinho;Rua Andre Reboucas;95;25;7031.61;6876.61;597021.15;540680.15;653073.92;85.08;-8.033295;-34.8971
Rua Da Hora, 628 - Espinheiro;Espinheiro;Rua Da Hora;628;25;4859.77;4843.83;721529.43;435670.38;1068546.82;148.47;-8.046453;-34.894826
Rua Gomes De Matos Junior, 75 - Encruzilhada;Encruzilhada;Rua Gomes De Matos Junior;75;25;8589.05;8152.87;1151962.99;948891.24;1490482.18;134.12;-8.037054;-34.896105
Rua Dom Sebastiao Leme, 171 - Gracas;Gracas;Rua Dom Sebastiao Leme;171;25;7363.35;7281.89;1790262.08;1374965.51;2491157.13;243.13;-8.048999;-34.903193
Rua Dos Navegantes, 2350 - Boa Viagem;Boa Viagem;Rua Dos Navegantes;2350;25;13198.04;13076.41;2249737.23;1735963.67;2801960.0;170.46;-8.112918;-34.891314
Rua Luiz Guimaraes, 410 - Poco;Poco;Rua Luiz Guimaraes;410;25;8304.08;8431.35;1755317.4;1419393.45;2208776.2;211.38;-8.032462;-34.92521
Rua Luiz Rodolfo De Araujo, 55 - Aflitos;Aflitos;Rua Luiz Rodolfo De Araujo;55;25;7894.8;7596.56;431293.15;338797.89;644226.39;54.63;-8.038645;-34.89842
Rua Luiz Pimentel, 77 - Boa Viagem;Boa Viagem;Rua Luiz Pimentel;77;25;6444.33;6030.87;501298.74;365137.97;743639.89;77.79;-8.137828;-34.905618
Av Fernando Simoes Barbosa, 50 - Boa Viagem;Boa Viagem;Av Fernando Simoes Barbosa;50;25;5858.08;5956.56;585761.59;319631.03;1326144.07;99.14;-8.117828;-34.901519
Rua Joao Cardoso Aires, 239 - Boa Viagem;Boa Viagem;Rua Joao Cardoso Aires;239;25;9006.74;9223.99;1039827.96;596873.09;1225794.95;115.45;-8.143356;-34.906611
Rua Dhalia, 74 - Boa Viagem;Boa Viagem;Rua Dhalia;74;25;7141.44;6961.76;1132580.14;901291.43;1611548.03;158.58;-8.119772;-34.89753
Rua Frigio Lima, 85 - Espinheiro;Espinheiro;Rua Frigio Lima;85;25;5956.61;5535.32;573085.18;465051.49;816106.78;96.21;-8.04389;-34.889607
Av Conselheiro Aguiar, 4741 - Boa Viagem;Boa Viagem;Av Conselheiro Aguiar;4741;25;4709.44;4368.27;473286.32;323652.8;727495.5;100.97;-8.128986;-34.900278
Rua Alfredo Fernandes, 320 - Casa Forte;Casa Forte;Rua Alfredo Fernandes;320;25;7512.42;7501.75;856736.52;724264.65;993301.37;114.03;-8.035204;-34.915669
Av Fernando Simoes Barbosa, 646 - Boa Viagem;Boa Viagem;Av Fernando Simoes Barbosa;646;25;7456.25;7184.25;964396.26;716197.09;1325836.68;129.34;-8.123483;-34.901822
Rua Da Aurora, 573 - Santo Amaro;Santo Amaro;Rua Da Aurora;573;25;4521.52;4498.66;377168.22;161896.24;646145.75;85.49;-8.058864;-34.880008
Av Joao De Barros, 1750 - Espinheiro;Espinheiro;Av Joao De Barros;1750;25;4051.69;3563.93;185810.17;39564.15;325556.36;48.36;-8.039349;-34.89187
Av Joao De Barros, 434 - Santo Amaro;Santo Amaro;Av Joao De Barros;434;25;4567.7;4820.13;200757.23;120000.0;319751.45;47.15;-8.050903;-34.889639
Av Boa Viagem, 2294 - Boa Viagem;Boa Viagem;Av Boa Viagem;2294;25;17849.58;17990.68;4157344.5;2898380.93;5700000.0;232.91;-8.110742;-34.889932
Est Das Ubaias, 195 - Casa Amarela;Casa Amarela;Est Das Ubaias;195;25;8472.17;8398.23;758821.3;570061.22;992122.69;89.62;-8.030214;-34.918484
Rua Zeferino Galvao, 100 - Boa Viagem;Boa Viagem;Rua Zeferino Galvao;100;25;8968.63;8472.48;1123509.59;826008.5;1531694.01;125.48;-8.107463;-34.889309
Av Visconde De Albuquerque, 75 - Madalena;Madalena;Av Visconde De Albuquerque;75;24;5866.29;5463.14;199272.39;143413.43;288149.19;33.93;-8.057491;-34.907356
Av Beira Rio Deputado Osvaldo Coelho, 240 - Ilha Do Retiro;Ilha Do Retiro;Av Beira Rio Deputado Osvaldo Coelho;240;24;6716.07;6614.89;1591104.19;498518.42;2845466.92;236.91;-8.063367;-34.906789
Rua Das Gracas, 326 - Gracas;Gracas;Rua Das Gracas;326;24;6760.55;6266.23;717226.97;549502.02;962833.42;106.09;-8.047989;-34.900956
Rua Clovis Bevilaqua, 115 - Madalena;Madalena;Rua Clovis Bevilaqua;115;24;8305.85;8113.06;810593.14;600151.25;1011874.41;97.89;-8.048024;-34.905504
Rua Clovis Bevilaqua, 170 - Madalena;Madalena;Rua Clovis Bevilaqua;170;24;7571.86;7432.94;904533.92;610869.43;1244125.11;119.46;-8.048024;-34.905504
Rua Dom Joao Costa, 299 - Torreao;Torreao;Rua Dom Joao Costa;299;24;5393.57;5288.34;621824.93;497887.65;883510.48;115.29;-8.038914;-34.883942
Rua Barao De Souza Leao, 514 - Boa Viagem;Boa Viagem;Rua Barao De Souza Leao;514;24;5450.71;5454.73;463635.46;332127.48;586877.36;86.4;-8.13121;-34.90469
Rua Conde De Iraja, 1015 - Torre;Torre;Rua Conde De Iraja;1015;24;6042.35;5745.28;382847.03;297136.64;498990.92;63.28;-8.046925;-34.912754
Rua Desembargador Joao Paes, 446 - Boa Viagem;Boa Viagem;Rua Desembargador Joao Paes;446;24;6845.99;6335.74;494935.42;401031.61;670938.3;72.38;-8.125847;-34.902246
Rua Maria Carolina, 417 - Boa Viagem;Boa Viagem;Rua Maria Carolina;417;24;6275.68;6277.66;588972.86;470290.34;763032.54;93.85;-8.114258;-34.896923
Rua Dos Navegantes, 2409 - Boa Viagem;Boa Viagem;Rua Dos Navegantes;2409;24;11489.46;11610.02;1736863.49;825351.07;2099973.69;151.69;-8.112314;-34.891499
Rua Joao De Deus, 225 - Torre;Torre;Rua Joao De Deus;225;24;6022.58;5589.7;503126.41;383125.5;721615.4;83.54;-8.047384;-34.911407
Rua Do Futuro, 595 - Gracas;Gracas;Rua Do Futuro;595;24;6082.47;5609.78;342326.72;248049.92;459362.56;56.11;-8.040105;-34.90125
Rua Antonio Batista De Souza, 500 - Macaxeira;Macaxeira;Rua Antonio Batista De Souza;500;24;7389.97;7849.38;1528338.24;788530.0;2232711.43;206.79;-8.015138;-34.933937
Rua Frei Leandro, 118 - Boa Viagem;Boa Viagem;Rua Frei Leandro;118;24;10883.63;10827.92;1243731.26;859758.73;1680714.56;114.28;-8.102602;-34.886861
Rua Artur Muniz, 132 - Boa Viagem;Boa Viagem;Rua Artur Muniz;132;24;14506.96;13310.65;3240382.52;450691.97;6676049.91;213.13;-8.104268;-34.887874
Rua Paissandu, 678 - Paissandu;Paissandu;Rua Paissandu;678;24;3896.21;3867.06;411785.34;286451.15;549078.88;105.93;-8.061782;-34.899056
Rua Marques De Marica, 12 - Torre;Torre;Rua Marques De Marica;12;24;6241.61;5741.72;398637.73;324758.03;582656.94;63.88;-8.04729;-34.915127
Rua Dona Elvira, 115 - Encruzilhada;Encruzilhada;Rua Dona Elvira;115;24;4524.26;4419.66;269221.41;243320.67;309086.21;59.61;-8.034968;-34.889283
Est Do Arraial, 2385 - Tamarineira;Tamarineira;Est Do Arraial;2385;24;6479.71;6235.06;614323.34;501150.56;876144.44;94.81;-8.03207;-34.905018
Rua Quarenta E Oito, 213 - Espinheiro;Espinheiro;Rua Quarenta E Oito;213;24;7428.01;7281.48;623364.47;342730.95;788530.0;83.92;-8.043608;-34.891693
Rua Phaelante Da Camara, 67 - Boa Viagem;Boa Viagem;Rua Phaelante Da Camara;67;24;10091.09;10077.4;1587731.87;1163761.89;2204057.76;157.34;-8.103442;-34.88699
Av Engenheiro Domingos Ferreira, 99 - Pina;Pina;Av Engenheiro Domingos Ferreira;99;24;5717.18;5617.98;533614.11;446565.35;616254.04;93.34;-8.113561;-34.894358
Av Boa Viagem, 296 - Pina;Pina;Av Boa Viagem;296;24;9119.45;9186.41;1428143.49;1120078.91;1969669.81;156.84;-8.093901;-34.882968
Rua Isaac Salazar, 165 - Tamarineira;Tamarineira;Rua Isaac Salazar;165;24;7232.56;7056.45;554737.2;420000.0;736258.73;76.7;-8.032674;-34.905865
Rua Isaac Salazar, 189 - Tamarineira;Tamarineira;Rua Isaac Salazar;189;24;7284.58;7109.37;987923.3;737277.69;1527736.87;135.66;-8.032435;-34.906029
Rua Francisco De Barros Barreto, 193 - Boa Viagem;Boa Viagem;Rua Francisco De Barros Barreto;193;24;5365.84;5227.04;543344.6;230673.36;916706.23;101.6;-8.129618;-34.904594
Rua Professor Osias Ribeiro, 61 - Boa Viagem;Boa Viagem;Rua Professor Osias Ribeiro;61;24;9038.74;9369.56;1060530.11;68857.09;1639344.45;113.09;-8.108155;-34.889439
Rua Sudeste, 168 - Cajueiro;Cajueiro;Rua Sudeste;168;24;3541.65;3460.69;186836.87;98352.01;305838.2;52.7;-8.013108;-34.884552
Rua Professor Aurelio De Castro Cavalcanti, 79 - Boa Viagem;Boa Viagem;Rua Professor Aurelio De Castro Cavalcanti;79;24;4241.6;4076.68;371988.85;150072.6;716243.57;88.42;-8.140547;-34.914896
Est Do Encanamento, 726 - Casa Amarela;Casa Amarela;Est Do Encanamento;726;24;5284.4;4949.37;453990.16;358329.89;552081.79;86.2;-8.030562;-34.916585
Rua Jornalista Edmundo Bittencourt, 75 - Boa Vista;Boa Vista;Rua Jornalista Edmundo Bittencourt;75;24;6249.17;6098.38;445628.24;318711.17;644226.39;71.31;-8.06452;-34.890454
Rua Major Armando De Souza Mello, 42 - Boa Viagem;Boa Viagem;Rua Major Armando De Souza Mello;42;24;5655.62;5515.62;494259.71;369883.49;662632.86;87.42;-8.139973;-34.906882
Rua Conselheiro Portela, 130 - Gracas;Gracas;Rua Conselheiro Portela;130;24;6263.03;6364.84;949475.19;773990.02;1130168.66;151.6;-8.04363;-34.895993
Rua Jeronimo De Albuquerque, 188 - Casa Forte;Casa Forte;Rua Jeronimo De Albuquerque;188;24;6854.92;6855.62;1041033.52;762036.24;2348848.76;149.8;-8.032251;-34.918279
Rua Ricardo Salazar, 45 - Madalena;Madalena;Rua Ricardo Salazar;45;24;4102.03;3816.58;336019.27;275795.07;465006.3;82.41;-8.057939;-34.910009
Rua Do Futuro, 180 - Gracas;Gracas;Rua Do Futuro;180;24;6676.67;6193.27;270839.27;206316.55;420549.33;40.59;-8.04257;-34.89842
Av Helio Falcao, 495 - Boa Viagem;Boa Viagem;Av Helio Falcao;495;24;5254.94;5164.6;625256.93;398086.14;785359.32;119.03;-8.123764;-34.903151
Av Santos Dumont, 725 - Rosarinho;Rosarinho;Av Santos Dumont;725;24;9404.88;9360.21;1281979.47;921419.71;1803859.43;136.31;-8.034973;-34.897451
Rua Davino Pontual, 111 - Madalena;Madalena;Rua Davino Pontual;111;24;6373.3;6417.46;502208.39;376801.36;603242.22;78.78;-8.048004;-34.908386
Rua Padre Bernardino Pessoa, 303 - Boa Viagem;Boa Viagem;Rua Padre Bernardino Pessoa;303;24;7583.17;7559.6;464663.95;248173.6;721543.77;61.78;-8.113777;-34.89559
Rua Carlos Pereira Falcao, 82 - Boa Viagem;Boa Viagem;Rua Carlos Pereira Falcao;82;24;9180.37;9085.52;1008004.5;792344.71;1289238.42;109.8;-8.126081;-34.898755
Av Engenheiro Domingos Ferreira, 3904 - Boa Viagem;Boa Viagem;Av Engenheiro Domingos Ferreira;3904;24;5154.29;4991.68;413522.44;290578.93;710629.6;81.12;-8.122418;-34.899769
Av Boa Viagem, 998 - Boa Viagem;Boa Viagem;Av Boa Viagem;998;24;13368.49;13763.14;3028335.41;1005259.93;3996667.03;226.38;-8.100139;-34.885133
Av Conselheiro Aguiar, 5025 - Boa Viagem;Boa Viagem;Av Conselheiro Aguiar;5025;24;3577.34;3706.22;519132.43;156423.33;1208622.26;145.03;-8.131194;-34.901085
Rua Das Fronteiras, 127 - Boa Vista;Boa Vista;Rua Das Fronteiras;127;24;6931.61;6859.3;1571922.09;517326.51;2309497.49;228.14;-8.059799;-34.89684
Rua Silvino Lopes, 125 - Casa Forte;Casa Forte;Rua Silvino Lopes;125;24;7122.24;6556.44;570935.33;375409.12;726610.06;80.17;-8.03315;-34.917074
